29806075.5084325, 12243.1698459375,0,36.6263235412474,43.3175007329161,0.267226691989656,-0.00824244030773607,0,2.29120972469832,036.6263235412474
29806078.7284325, 11514.76066625,0,24.1101214773803,24.7727807451924,0.267453722257087,7.05062958091976E-05,0,2.84953462799866,024.1101214773803
time,gheight,fdistx,bdistx,bdisty,P,D,fdisterr,bdisterr,distx
time,gheight,fdistx,bdistx,bdisty,P,D,fdisterr,bdisterr,distx
time,gheight,fdistx,bdistx,bdisty,P,D,fdisterr,bdisterr,distx
29806105.6284319, 4504.66154515625,0,-15.8114703721809,33.8854101032501,0.54350947348281,0.168791765723973,0,338.854101032501,0-15.8114703721809
29806108.8684318, 3504.19963109375,0,-18.3597659656483,43.6376714928444,0.575900133390606,0.00999711747894572,0,436.376714928444,0-18.3597659656483
29806112.1084317, 2559.87516820313,0,-18.1783400666142,49.9304956174624,0.595027884814621,0.0059036271146769,0,499.304956174624,0-18.1783400666142
29806115.3484316, 1688.51518285156,0,-6.37215537912191,50.9739630839118,0.59273815145323,-0.000706707843385877,0,509.739630839118,0-6.37215537912191
29806118.5884316, 908.335434316406,0,-9.14386273295164,49.2914359523587,0.57142575635141,-0.00657789986981158,0,492.914359523587,0-9.14386273295164
29806121.8284315, 278.844650625,0,-19.2710302662224,43.4795774281346,0.538379217182983,-0.0101995493540353,0,434.795774281346,0-19.2710302662224
time,gheight,fdistx,bdistx,bdisty,P,D,fdisterr,bdisterr,distx
29806041.5884333, 26562.6708225,0,455.090950349044,795.8251394438,0.975405708626547,0.302921034294585,0,3.74332651736262,0455.090950349044
29806044.8284332, 25026.6468054981,0,373.141076674638,702.09414165107,0.905627617083349,-0.0214043230376871,0,2.8044068581998,0373.141076674638
29806048.0684331, 23420.1056641333,0,299.785093085063,600.839780703431,0.837370635111947,-0.0211978209618212,0,0.619276914684496,0299.785093085063
29806051.2884331, 21760.74504125,0,232.81385186902,494.705505532171,0.77047320392822,-0.0206473557651237,0,1.90882601881778,0232.81385186902
29806054.508433, 20046.305588125,0,171.875546479025,392.742894739532,0.707766092420986,-0.0195959727840147,0,2.83722001711512,0171.875546479025
time,gheight,fdistx,bdistx,bdisty,P,D,fdisterr,bdisterr,distx
29806027.6884336, 32275.2891365232,0,713.254388157111,934.920120210251,1.2953290568891,0.399792927729002,0,1.7815164556765,0713.254388157111
29806030.9684335, 31066.67472875,0,673.964795925473,947.781644459495,1.21664958709607,-0.0241348072244366,0,3.56387179702975,0673.964795925473
29806034.2284334, 29780.4553258953,0,622.650350506848,932.947736773569,1.13896499584388,-0.0236843271306606,0,0.538714372598685,0622.650350506848
